agent_id,region,prefecture,commune,canton,operateur_source,sert_togocom,sert_moov,lon,lat,classe_operateur,unite_commune,prefecture_geom,coherence_geo,dist_km_BQ_ACT,dist_km_BQ_NR,dist_km_BQ_NOP,dist_km_MF_ACT,dist_km_MF_NR,dist_km_MF_NOP,dist_km_MU_ACT,dist_km_MU_NR,dist_km_MU_NOP,dist_km_AS_ACT,dist_km_AS_NR,dist_km_AS_NOP
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79d0,Maritime,Vo,Vo 1,Vogan,"Moov, Togocom",True,True,1.526495,6.334028333333333,Moov + Togocom,Vo 1,Vo,Concordant,0.326,14.1,35.711,0.385,34.079,37.665,19.967,26.866,,27.669,39.556,39.867
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79cf,Maritime,Vo,Vo 2,Togoville,"Moov, Togocom",True,True,1.5301633333333333,6.238756666666665,Moov + Togocom,Vo 2,Vo,Concordant,7.524,6.726,33.287,1.868,33.873,33.293,17.386,26.565,,22.457,36.552,35.535
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79ce,Maritime,Vo,Vo 1,Vogan,"Moov, Togocom",True,True,1.5371166666666667,6.333916666666666,Moov + Togocom,Vo 1,Vo,Concordant,0.85,13.417,36.859,0.794,35.252,38.635,19.812,27.997,,28.547,40.607,40.844
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79cd,Maritime,Vo,Vo 1,Vogan,Moov,False,True,1.5285533333333334,6.3308116666666665,Moov seul,Vo 1,Vo,Concordant,0.484,13.678,35.864,0.34,34.293,37.655,19.977,26.994,,27.604,39.605,39.861
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79cc,Maritime,Vo,Vo 2,Togoville,"Moov, Togocom",True,True,1.514885,6.235101666666666,Moov + Togocom,Vo 2,Vo,Concordant,9.153,5.092,31.557,0.32,32.144,31.562,15.705,24.953,,20.733,34.817,33.806
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79cb,Maritime,Vo,Vo 1,Vogan,"Moov, Togocom",True,True,1.5364033333333333,6.347449999999999,Moov + Togocom,Vo 1,Vo,Concordant,1.557,14.741,37.106,1.573,35.267,39.414,18.508,28.338,,29.482,41.206,41.608
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79ca,Maritime,Vo,Vo 1,Vogan,"Moov, Togocom",True,True,1.5306950000000001,6.341966666666667,Moov + Togocom,Vo 1,Vo,Concordant,0.685,14.554,36.352,0.765,34.592,38.547,19.345,27.555,,28.605,40.366,40.744
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79c9,Maritime,Vo,Vo 1,Vogan,"Moov, Togocom",True,True,1.5232500000000002,6.341075000000001,Moov + Togocom,Vo 1,Vo,Concordant,0.067,14.943,35.528,0.074,33.764,37.817,19.842,26.739,,27.935,39.589,40.009
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79c8,Maritime,Vo,Vo 1,Vogan,"Moov, Togocom",True,True,1.5265166666666667,6.337031666666666,Moov + Togocom,Vo 1,Vo,Concordant,0.032,14.367,35.782,0.351,34.098,37.855,20.05,26.958,,27.894,39.707,40.054
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79c7,Maritime,Lacs,Lacs 3,Agbodrafo,Moov,False,True,1.5034528315965041,6.225495869858398,Moov seul,Lacs 3,Lacs,Concordant,10.388,3.443,30.023,1.296,30.605,30.029,14.518,23.907,,19.179,33.388,32.269
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79c6,Maritime,Vo,Vo 1,Vogan,Moov,False,True,1.5234050000000001,6.341018333333333,Moov seul,Vo 1,Vo,Concordant,0.056,14.928,35.544,0.056,33.781,37.828,19.839,26.754,,27.944,39.602,40.019
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79c5,Kara,Kozah,Kozah 1,Landa,Togocom,True,False,1.2880730919422116,9.659202015924029,Togocom seul,Kozah 1,Kozah,Concordant,2.212,16.261,125.73,1.894,16.359,22.954,353.782,376.804,,16.026,15.341,237.716
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79c4,Maritime,Lacs,Lacs 3,Agbodrafo,"Moov, Togocom",True,True,1.4885719627125107,6.216425303415888,Moov + Togocom,Lacs 3,Lacs,Concordant,12.099,1.52,28.155,1.066,28.732,28.16,13.044,22.549,,17.297,31.61,30.397
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79c3,Maritime,Lacs,Lacs 3,Agbodrafo,"Moov, Togocom",True,True,1.483438807057433,6.210424440957895,Moov + Togocom,Lacs 3,Lacs,Concordant,12.749,0.681,27.424,0.21,27.996,27.429,12.643,22.195,,16.557,30.961,29.662
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79c2,Maritime,Vo,Vo 1,Vogan,"Moov, Togocom",True,True,1.5351333333333335,6.3331583333333334,Moov + Togocom,Vo 1,Vo,Concordant,0.657,13.467,36.628,0.575,35.029,38.406,19.985,27.764,,28.326,40.373,40.614
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79c1,Maritime,Vo,Vo 1,Vogan,Moov,False,True,1.5452550000000003,6.381235,Moov seul,Vo 1,Vo,Concordant,5.123,17.713,39.089,5.083,36.698,42.446,14.763,30.581,,32.809,43.897,44.609
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79c0,Maritime,Vo,Vo 1,Vogan,"Moov, Togocom",True,True,1.5371066666666668,6.334078333333334,Moov + Togocom,Vo 1,Vo,Concordant,0.847,13.432,36.861,0.794,35.251,38.644,19.797,28.0,,28.558,40.614,40.853
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79bf,Maritime,Lacs,Lacs 3,Agbodrafo,"Moov, Togocom",True,True,1.483433575437212,6.215352373897207,Moov + Togocom,Lacs 3,Lacs,Concordant,12.676,1.035,27.576,0.656,28.154,27.581,12.513,22.036,,16.72,31.031,29.819
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79be,Kara,Kozah,Kozah 1,Landa,Togocom,True,False,1.283060558831702,9.666218857501747,Togocom seul,Kozah 1,Kozah,Concordant,2.878,16.529,125.989,2.53,16.638,22.083,354.615,377.586,,16.204,15.556,238.46
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79bd,Kara,Assoli,Assoli 2,Koumondè,Nsp,False,False,1.2365132952790479,9.309312087491877,Non renseigné,Assoli 2,Assoli,Concordant,5.305,26.904,94.223,4.688,26.701,52.668,315.806,337.953,,26.596,28.213,198.552
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79bc,Kara,Kozah,Kozah 1,Lassa,Togocom,True,False,1.2058080366465114,9.641707868538289,Togocom seul,Kozah 1,Kozah,Concordant,6.153,10.593,118.657,6.367,10.773,17.43,352.89,374.979,,9.562,9.308,235.363
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79bb,Maritime,Vo,Vo 1,Vogan,"Moov, Togocom",True,True,1.5535933333333332,6.332606666666667,Moov + Togocom,Vo 1,Vo,Concordant,2.676,12.388,38.62,2.616,37.066,40.096,19.222,29.729,,29.873,42.199,42.315
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79ba,Kara,Kozah,Kozah 1,Landa,"Moov, Togocom",True,True,1.281655,9.667668333333333,Moov + Togocom,Kozah 1,Kozah,Concordant,3.074,16.567,126.018,2.724,16.678,21.869,354.791,377.747,,16.221,15.582,238.612
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79b9,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",True,True,1.1966633333333334,9.585261666666666,Moov + Togocom,Kozah 1,Kozah,Concordant,3.303,4.24,113.051,2.634,4.424,22.277,346.799,368.732,,3.302,2.952,229.064
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79b8,Maritime,Vo,Vo 1,Vogan,"Moov, Togocom",True,True,1.5418583333333336,6.332738333333333,Moov + Togocom,Vo 1,Vo,Concordant,1.389,13.027,37.348,1.32,35.77,39.004,19.708,28.472,,28.867,41.026,41.217
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79b7,Maritime,Vo,Vo 1,Vogan,"Moov, Togocom",True,True,1.5246600000000001,6.347721666666667,Moov + Togocom,Vo 1,Vo,Concordant,0.809,15.457,35.853,0.777,33.976,38.376,19.13,27.113,,28.56,40.072,40.561
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79b6,Kara,Kozah,Kozah 1,Landa,"Moov, Togocom",True,True,1.2771495905874315,9.671637550049853,Moov + Togocom,Kozah 1,Kozah,Concordant,3.691,16.645,126.055,3.34,16.763,21.221,355.282,378.191,,16.236,15.625,239.022
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79b5,Maritime,Vo,Vo 1,Vogan,Moov,False,True,1.5239416666666665,6.325698333333334,Moov seul,Vo 1,Vo,Concordant,1.209,13.553,35.258,1.096,33.77,36.916,19.25,26.363,,26.846,38.9,39.125
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79b4,Maritime,Lacs,Lacs 3,Agbodrafo,"Moov, Togocom",True,True,1.4807106568801034,6.2058301192613206,Moov + Togocom,Lacs 3,Lacs,Concordant,13.134,0.392,26.999,0.445,27.567,27.004,12.495,22.069,,16.129,30.604,29.233
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79b3,Kara,Kozah,Kozah 1,Lassa,Togocom,True,False,1.20287,9.663808333333332,Togocom seul,Kozah 1,Kozah,Concordant,5.121,13.0,120.454,5.605,13.181,15.336,355.369,377.444,,11.891,11.7,237.811
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79b2,Maritime,Vo,Vo 1,Vogan,"Moov, Togocom",True,True,1.5266433333333334,6.331796666666666,Moov + Togocom,Vo 1,Vo,Concordant,0.482,13.893,35.678,0.413,34.086,37.54,19.852,26.817,,27.517,39.462,39.744
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79b1,Maritime,Lacs,Lacs 3,Agbodrafo,"Moov, Togocom",True,True,1.4793116666666668,6.2071516666666655,Moov + Togocom,Lacs 3,Lacs,Concordant,13.259,0.183,26.887,0.387,27.457,26.892,12.304,21.875,,16.018,30.466,29.124
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79b0,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",True,True,1.1851284133312339,9.592258569505939,Moov + Togocom,Kozah 1,Kozah,Concordant,3.748,5.06,112.897,2.552,5.167,21.044,347.741,369.548,,3.747,3.751,229.816
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79af,Kara,Kozah,Kozah 1,Lassa,Togocom,True,False,1.24357,9.61266,Togocom seul,Kozah 1,Kozah,Concordant,8.76,9.168,118.636,8.157,9.275,22.553,349.175,371.667,,8.925,8.228,232.282
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79ae,Kara,Kozah,Kozah 1,Lassa,"Moov, Togocom",True,True,1.2419983333333335,9.608955,Moov + Togocom,Kozah 1,Kozah,Concordant,8.348,8.738,118.208,7.74,8.842,22.755,348.786,371.258,,8.523,7.813,231.863
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79ad,Maritime,Lacs,Lacs 3,Agbodrafo,"Moov, Togocom",True,True,1.4865333333333335,6.209186666666667,Moov + Togocom,Lacs 3,Lacs,Concordant,12.434,0.973,27.717,0.54,28.287,27.722,13.009,22.563,,16.848,31.285,29.953
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79ac,Maritime,Vo,Vo 1,Vogan,Nsp,False,False,1.5246716666666666,6.333221666666666,Non renseigné,Vo 1,Vo,Concordant,0.502,14.152,35.496,0.584,33.874,37.448,19.749,26.648,,27.459,39.336,39.649
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79ab,Maritime,Vo,Vo 1,Vogan,Moov,False,True,1.5247466666666667,6.33861,Moov seul,Vo 1,Vo,Concordant,0.253,14.624,35.629,0.089,33.912,37.795,19.994,26.819,,27.869,39.611,39.99
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79aa,Maritime,Vo,Vo 1,Vogan,"Moov, Togocom",True,True,1.5240683333333331,6.340003333333334,Moov + Togocom,Vo 1,Vo,Concordant,0.084,14.794,35.59,0.056,33.847,37.822,19.899,26.791,,27.92,39.615,40.016
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79a9,Kara,Kozah,Kozah 1,Commune De Kara,Nsp,False,False,1.18627,9.5927,Non renseigné,Kozah 1,Kozah,Concordant,3.805,5.09,113.011,2.639,5.206,21.05,347.772,369.593,,3.804,3.777,229.867
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79a8,Kara,Assoli,Assoli 2,Koumondè,Nsp,False,False,1.237790289963627,9.301583122503558,Non renseigné,Assoli 2,Assoli,Concordant,6.145,27.775,93.803,5.495,27.572,53.534,314.935,337.092,,27.466,29.084,197.7
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79a7,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",True,True,1.1872884095537386,9.588624767637187,Moov + Togocom,Kozah 1,Kozah,Concordant,3.366,4.626,112.719,2.268,4.747,21.509,347.308,369.136,,3.365,3.312,229.416
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79a6,Kara,Kozah,Kozah 1,Landa,"Moov, Togocom",True,True,1.2655361118558857,9.67081733934513,Moov + Togocom,Kozah 1,Kozah,Concordant,4.866,15.892,125.196,4.518,16.02,20.172,355.327,378.107,,15.388,14.82,238.86
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79a5,Maritime,Lacs,Lacs 4,Anfoin,Nsp,False,False,1.606281148974927,6.329464482131205,Non renseigné,Lacs 4,Lacs,Concordant,0.107,10.095,44.303,0.088,42.877,45.0,18.339,35.352,,34.481,47.445,47.239
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79a4,Kara,Kozah,Kozah 1,Lassa,Togocom,True,False,1.2433783333333333,9.612048333333332,Togocom seul,Kozah 1,Kozah,Concordant,8.715,9.102,118.57,8.093,9.208,22.59,349.11,371.599,,8.864,8.165,232.213
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79a3,Maritime,Lacs,Lacs 3,Agbodrafo,"Moov, Togocom",True,True,1.4933565169879919,6.208353705816262,Moov + Togocom,Lacs 3,Lacs,Concordant,11.708,1.717,28.422,1.3,28.989,28.427,13.762,23.31,,17.552,32.024,30.656
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79a2,Maritime,Lacs,Lacs 3,Gbodjomé,"Moov, Togocom",True,True,1.3853933333333333,6.183038333333333,Moov + Togocom,Lacs 3,Lacs,Concordant,4.751,10.586,16.166,0.791,16.739,16.171,6.433,14.188,,5.302,19.91,18.405
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79a1,Maritime,Vo,Vo 1,Vogan,"Moov, Togocom",True,True,1.5312916666666667,6.345476666666667,Moov + Togocom,Vo 1,Vo,Concordant,1.019,14.846,36.505,0.974,34.686,38.825,18.973,27.733,,28.918,40.604,41.018
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-79a0,Maritime,Lacs,Lacs 3,Gbodjomé,"Moov, Togocom",True,True,1.4169066666666665,6.208243333333333,Moov + Togocom,Lacs 3,Lacs,Concordant,9.081,6.735,20.352,1.528,20.946,20.357,5.983,15.45,,9.614,23.639,22.603
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-799f,Kara,Kozah,Kozah 1,Landa,Togocom,True,False,1.2623950000000002,9.67084,Togocom seul,Kozah 1,Kozah,Concordant,5.199,15.724,124.986,4.852,15.855,19.878,355.368,378.112,,15.191,14.637,238.844
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-799e,Kara,Kozah,Kozah 1,Landa,"Moov, Togocom",True,True,1.2690033333333333,9.663245,Moov + Togocom,Kozah 1,Kozah,Concordant,4.329,15.374,124.769,3.995,15.494,20.944,354.449,377.262,,14.949,14.344,238.04
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-799d,Maritime,Lacs,Lacs 3,Gbodjomé,"Moov, Togocom",True,True,1.4133233333333335,6.210186666666668,Moov + Togocom,Lacs 3,Lacs,Concordant,8.844,7.135,20.06,1.39,20.658,20.065,5.535,14.999,,9.37,23.281,22.312
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-799c,Maritime,Vo,Vo 1,Vogan,"Moov, Togocom",True,True,1.5288899999999999,6.333743333333333,Moov + Togocom,Vo 1,Vo,Concordant,0.162,13.917,35.964,0.119,34.343,37.867,20.176,27.113,,27.846,39.78,40.07
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-799b,Maritime,Vo,Vo 1,Vogan,"Moov, Togocom",True,True,1.5309916666666665,6.344544999999999,Moov + Togocom,Vo 1,Vo,Concordant,0.938,14.777,36.449,0.894,34.645,38.739,19.079,27.67,,28.824,40.526,40.932
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-799a,Maritime,Lacs,Lacs 3,Gbodjomé,"Moov, Togocom",True,True,1.3806669594315584,6.184691850598187,Moov + Togocom,Lacs 3,Golfe,Préfecture voisine,4.329,11.047,15.715,1.321,16.294,15.72,6.159,13.683,,4.874,19.395,17.959
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-7999,Maritime,Lacs,Lacs 3,Agbodrafo,"Moov, Togocom",True,True,1.4826864540776894,6.210294213676333,Moov + Togocom,Lacs 3,Lacs,Concordant,12.833,0.599,27.34,0.129,27.912,27.345,12.566,22.12,,16.473,30.877,29.578
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-7998,Kara,Kozah,Kozah 1,Landa,Togocom,True,False,1.2687363809883787,9.660791805710822,Togocom seul,Kozah 1,Kozah,Concordant,4.337,15.13,124.537,4.011,15.249,21.069,354.181,376.99,,14.719,14.107,237.766
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-7997,Kara,Kozah,Kozah 1,Landa,Togocom,True,False,1.2701243281911732,9.659871925464369,Togocom seul,Kozah 1,Kozah,Concordant,4.181,15.13,124.552,3.858,15.247,21.253,354.063,376.886,,14.738,14.117,237.672
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-7996,Maritime,Vo,Vo 1,Vogan,"Moov, Togocom",True,True,1.529996666666667,6.341348333333333,Moov + Togocom,Vo 1,Vo,Concordant,0.583,14.54,36.262,0.675,34.51,38.445,19.443,27.461,,28.502,40.266,40.641
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-7995,Maritime,Lacs,Lacs 3,Agbodrafo,"Moov, Togocom",True,True,1.4693634161877593,6.206051927490645,Moov + Togocom,Lacs 3,Lacs,Concordant,14.363,0.958,25.795,1.421,26.366,25.8,11.297,20.879,,14.927,29.36,28.032
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-7994,Kara,Kozah,Kozah 1,Lassa,"Moov, Togocom",True,True,1.2381173650790698,9.596421024171379,Moov + Togocom,Kozah 1,Kozah,Concordant,6.994,7.4,116.859,6.477,7.492,23.582,347.453,369.871,,7.259,6.561,230.452
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-7993,Maritime,Lacs,Lacs 1,Canton D’Aneho,"Moov, Togocom",True,True,1.6126086560625572,6.23704124167793,Moov + Togocom,Lacs 1,Lacs,Concordant,0.085,1.034,41.983,0.256,42.548,41.989,26.501,35.637,,31.113,45.508,44.215
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-7992,Maritime,Lacs,Lacs 3,Agbodrafo,"Moov, Togocom",True,True,1.482502525039438,6.212000702566762,Moov + Togocom,Lacs 3,Lacs,Concordant,12.826,0.689,27.372,0.27,27.947,27.377,12.499,22.044,,16.509,30.88,29.612
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-7991,Maritime,Vo,Vo 1,Vogan,"Moov, Togocom",True,True,1.529995,6.333841666666666,Moov + Togocom,Vo 1,Vo,Concordant,0.146,13.854,36.086,0.034,34.465,37.974,20.177,27.234,,27.945,39.894,40.179
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-7990,Maritime,Lacs,Lacs 3,Gbodjomé,Togocom,True,False,1.3862649999999999,6.182383333333333,Togocom seul,Lacs 3,Lacs,Concordant,4.82,10.512,16.239,0.702,16.811,16.244,6.525,14.308,,5.372,20.004,18.477
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-798f,Kara,Kozah,Kozah 1,Commune De Kara,Nsp,False,False,1.1876186659933887,9.586890376125222,Non renseigné,Kozah 1,Kozah,Concordant,3.18,4.43,112.588,2.116,4.552,21.701,347.112,368.942,,3.179,3.116,229.224
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-798e,Maritime,Lacs,Lacs 3,Gbodjomé,Togocom,True,False,1.4271119586134418,6.215951665191423,Togocom seul,Lacs 3,Lacs,Concordant,10.484,5.678,21.713,2.945,22.312,21.718,6.544,16.124,,11.013,24.89,23.965
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-798d,Kara,Kozah,Kozah 1,Soumdina,Togocom,True,False,1.239216107330087,9.653116862092155,Togocom seul,Kozah 1,Kozah,Concordant,7.595,12.827,121.874,7.289,12.973,19.017,353.699,376.172,,12.161,11.673,236.756
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-798c,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",True,True,1.187195,9.588285,Moov + Togocom,Kozah 1,Kozah,Concordant,3.327,4.59,112.683,2.23,4.71,21.54,347.272,369.099,,3.326,3.276,229.378
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-798b,Kara,Kozah,Kozah 1,Landa,Togocom,True,False,1.270286024910621,9.657652129066152,Togocom seul,Kozah 1,Kozah,Concordant,4.164,14.937,124.37,3.851,15.052,21.405,353.816,376.639,,14.562,13.933,237.427
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-798a,Maritime,Lacs,Lacs 4,Anfoin,"Moov, Togocom",True,True,1.6080416666666664,6.311143333333333,Moov + Togocom,Lacs 4,Lacs,Concordant,1.957,8.055,44.234,1.975,43.075,44.279,20.364,35.225,,33.639,46.941,46.525
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-7989,Kara,Kozah,Kozah 1,Lassa,Togocom,True,False,1.2362633565424168,9.59268082114565,Togocom seul,Kozah 1,Kozah,Concordant,6.548,6.957,116.408,6.056,7.046,23.796,347.065,369.458,,6.807,6.144,230.028
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-7988,Maritime,Lacs,Lacs 3,Gbodjomé,"Moov, Togocom",True,True,1.389035,6.1993383333333325,Moov + Togocom,Lacs 3,Lacs,Concordant,5.931,9.862,17.12,1.169,17.717,17.125,4.813,13.334,,6.447,20.453,19.372
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-7987,Kara,Kozah,Kozah 1,Soumdina,Nsp,False,False,1.253980545879439,9.64062631332014,Non renseigné,Kozah 1,Kozah,Concordant,6.288,12.368,121.776,6.034,12.489,21.149,352.132,374.762,,11.961,11.343,235.442
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-7986,Kara,Kozah,Kozah 1,Landa,"Moov, Togocom",True,True,1.2562507717393663,9.665407630977422,Moov + Togocom,Kozah 1,Kozah,Concordant,5.746,14.871,124.096,5.41,15.005,19.649,354.842,377.515,,14.312,13.77,238.207
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-7985,Maritime,Lacs,Lacs 4,Anfoin,"Moov, Togocom",True,True,1.6076533333333334,6.330265000000001,Moov + Togocom,Lacs 4,Lacs,Concordant,0.194,10.159,44.466,0.016,43.03,45.175,18.242,35.518,,34.657,47.618,47.414
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-7984,Maritime,Lacs,Lacs 4,Anfoin,"Moov, Togocom",True,True,1.6079362702642555,6.329720016740516,Moov + Togocom,Lacs 4,Lacs,Concordant,0.162,10.094,44.488,0.062,43.06,45.175,18.301,35.537,,34.652,47.626,47.415
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-7983,Maritime,Golfe,Golfe 6,Baguida,Togocom,True,False,1.3760916666666667,6.183521666666667,Togocom seul,Golfe 6,Golfe,Concordant,3.814,11.569,15.194,1.818,15.773,15.199,6.238,13.419,,4.357,18.885,17.437
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-7982,Maritime,Lacs,Lacs 4,Anfoin,"Moov, Togocom",True,True,1.6076313471976642,6.32908446790509,Moov + Togocom,Lacs 4,Lacs,Concordant,0.093,10.029,44.444,0.095,43.025,45.113,18.373,35.491,,34.587,47.569,47.352
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-7981,Maritime,Lacs,Lacs 3,Gbodjomé,"Moov, Togocom",True,True,1.423631683635237,6.209331200604059,Moov + Togocom,Lacs 3,Lacs,Concordant,9.795,5.994,21.091,2.23,21.684,21.096,6.539,16.066,,10.332,24.392,23.342
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-7980,Kara,Kozah,Kozah 1,Landa,Togocom,True,False,1.2558,9.666455000000001,Togocom seul,Kozah 1,Kozah,Concordant,5.811,14.951,124.158,5.473,15.086,19.542,354.963,377.632,,14.382,13.845,238.32
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-797f,Kara,Kozah,Kozah 1,Landa,Togocom,True,False,1.25471,9.66592,Togocom seul,Kozah 1,Kozah,Concordant,5.921,14.843,124.038,5.584,14.979,19.477,354.918,377.573,,14.266,13.734,238.255
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-797e,Kara,Kozah,Kozah 1,Landa,Togocom,True,False,1.2530469971374176,9.666299569818854,Togocom seul,Kozah 1,Kozah,Concordant,6.107,14.798,123.96,5.77,14.936,19.304,354.98,377.618,,14.203,13.68,238.288
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-797d,Maritime,Lacs,Lacs 1,Canton D’Aneho,"Moov, Togocom",True,True,1.6163166666666668,6.236634999999999,Moov + Togocom,Lacs 1,Lacs,Concordant,0.201,0.68,42.37,0.295,42.934,42.375,26.911,36.049,,31.5,45.907,44.6
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-797c,Maritime,Golfe,Golfe 6,Baguida,Moov,False,True,1.377748124040107,6.186695118196807,Moov seul,Golfe 6,Golfe,Concordant,4.134,11.312,15.474,1.676,16.058,15.479,5.9,13.297,,4.669,19.084,17.72
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-797b,Kara,Kozah,Kozah 1,Landa,Togocom,True,False,1.2531225413510356,9.666513524297237,Togocom seul,Kozah 1,Kozah,Concordant,6.102,14.823,123.984,5.765,14.961,19.297,355.003,377.641,,14.227,13.704,238.313
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-797a,Kara,Kozah,Kozah 1,Lassa,Togocom,True,False,1.2323752916145905,9.582880204132834,Togocom seul,Kozah 1,Kozah,Concordant,5.466,5.89,115.296,5.081,5.965,24.448,346.035,368.376,,5.705,5.179,228.922
